0.027502	0
0.982002	1
0.027502	0
0.027515	0
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.029544	0
0.027503	0
0.027502	0
0.982002	1
0.979357	1
0.982002	1
0.028084	0
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.922125	1
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.933030	1
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.982000	1
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.982001	1
0.027502	0
0.982001	0
0.982002	1
0.982002	1
0.027504	0
0.982002	1
0.982002	1
0.982002	1
0.069392	0
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.045836	0
0.027502	0
0.982002	1
0.027502	0
0.027502	0
0.978471	1
0.982002	1
0.982002	1
0.982002	1
0.982002	1
0.027503	0
0.982002	1
0.982002	1
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.981551	0
0.027502	0
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.027504	0
0.027503	0
0.027502	0
0.027561	0
0.027503	0
0.982000	1
0.978961	1
0.982002	1
0.027503	0
0.980819	1
0.027502	0
0.982002	1
0.981961	1
0.982002	1
0.982002	1
0.981984	1
0.982001	1
0.027503	0
0.027502	0
0.027502	0
0.982002	1
0.982002	1
0.982002	1
0.027502	0
0.041931	1
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.027503	1
0.982002	1
0.982002	1
0.982002	1
0.027522	1
0.027502	0
0.982002	1
0.041415	0
0.982002	1
0.981995	1
0.070394	0
0.982002	1
0.027502	0
0.027548	0
0.027503	0
0.027502	0
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.049377	0
0.982002	1
0.982002	1
0.982002	1
0.028978	0
0.027502	0
0.027502	0
0.027502	0
0.027503	0
0.982002	1
0.027504	0
0.027503	0
0.027502	0
0.982002	1
0.027519	0
0.982002	1
0.027502	0
0.027502	0
0.027502	0
0.028065	0
0.982002	1
0.027502	0
0.981993	1
0.027504	0
0.027502	0
0.027502	0
0.027502	0
0.942929	1
0.982002	1
0.027502	0
0.982002	1
0.977509	1
0.027503	0
0.982002	1
0.982002	1
0.982002	1
0.027513	0
0.982002	1
0.027502	0
0.982002	1
0.982002	1
0.027502	0
0.982002	1
